"inhibs_rojo";"num_torres_rojo";"num_torres_azul";"DamageObjectives_rojo";"inhibs_azul";"DamageObjectives_azul";"kda_adc_rojo";"kda_jng_rojo";"kda_mid_azul";"kda_jng_azul";"kda_mid_rojo";"num_nashors_rojo";"kda_sup_azul";"kda_sup_rojo";"kda_adc_azul";"num_asesinatos_rojo";"kda_top_rojo";"kda_top_azul";"num_asesinatos_azul";"num_nashors_azul";"num_dragones_rojo";"num_dragones_azul";"double_k_rojo";"diff_oro_al_15";"diferencia_exp";"oro_al_15_rojo";"double_k_azul";"cura_rojo";"oro_al_15_azul";"cura_azul";"gana_azul"
1;8;1;2346,66666666667;0;773,333333333333;8;17;1;1,2;18;1;1,2;17;1,5;20;5,33333333333333;2,5;8;0;3;1;1;328;-1198;24400;0;807,233333333333;24700;600,133333333333;"no"
0;1;11;539,393939393939;2;3633,33333333333;1,75;1,2;4,25;15;2;0;16;1,5;11;8;1;5,5;20;2;1;4;1;4400;2258;21600;3;494,606060606061;26000;710,878787878788;"si"
1;5;6;1754,54545454545;1;2287,87878787879;11;10;1,5;1,66666666666667;11;1;2;11;0,5;13;3;0,5;5;0;2;2;2;2600;320;23900;0;1192,60606060606;26500;898,848484848485;"no"
0;1;11;823,529411764706;2;2705,88235294118;1,25;1,16666666666667;3,75;8,5;1,28571428571429;0;12;2,66666666666667;8,5;12;1,75;4;24;1;0;5;0;-1100;703;23700;0;860,411764705882;22600;1145,70588235294;"si"
0;1;8;800;1;2366,66666666667;1,25;1;22;20;0,714285714285714;0;20;0,6;9;8;2;6,33333333333333;25;1;0;3;2;2800;2571;24000;4;908,814814814815;26800;1486,62962962963;"si"
0;0;9;774,074074074074;1;2607,40740740741;0,8;0,333333333333333;17;8,5;0,75;0;20;0,285714285714286;6,5;4;1;12;25;1;1;2;0;5400;2833;22000;2;779,666666666667;27400;956;"si"
3;10;1;2491,66666666667;0;1311,11111111111;16;4,5;2,5;1,25;6,5;1;1,6;3,25;4,5;19;14;0,333333333333333;9;0;4;2;0;-2500;-1708;25100;1;1478,47222222222;22600;772,305555555556;"no"
0;0;11;732,142857142857;2;2300;0;0,333333333333333;14;8;0,166666666666667;0;10;0;7;1;0;10;16;1;0;3;0;3200;3229;21800;1;518,857142857143;25000;663,142857142857;"si"
0;2;10;706,896551724138;2;2813,79310344828;1;0,8;4,33333333333333;16;0,6;0;11;3;14;5;0,25;15;18;1;1;2;0;1100;237;23800;3;759,413793103448;24900;1333,03448275862;"si"
0;3;11;1512,12121212121;3;2106,06060606061;11;4;5,5;2;4;0;11;1,2;2,5;13;3;3,33333333333333;13;2;2;2;2;1800;858;23500;1;1148,75757575758;25300;1316,48484848485;"si"
2;8;4;2966,66666666667;0;997,435897435897;3,25;3;2,75;1,28571428571429;9;2;2;7;3,5;20;7,5;1,5;13;0;5;1;2;1100;590;24600;1;1433,46153846154;25700;796,666666666667;"no"
3;11;2;2996,42857142857;0;632,142857142857;4,25;6,5;1;1,5;7;1;0,428571428571429;16;1,6;30;16;0,666666666666667;10;0;4;0;2;-426;-2109;25900;1;1149,21428571429;25500;512,571428571429;"no"
1;7;2;2541,93548387097;0;1070,96774193548;12;11;1;0,333333333333333;12;1;0,2;9;1;16;16;0;2;0;4;1;3;-2700;-2618;25400;0;1019,67741935484;22700;990,129032258065;"no"
1;9;3;2811,42857142857;0;717,142857142857;11;3,33333333333333;0,8;2,5;11;2;1,5;4,5;1;16;7;1,25;6;0;4;1;2;-3900;-1105;26400;2;752,457142857143;22300;772,085714285714;"no"
0;3;9;763,636363636364;1;2384,84848484848;1,33333333333333;2;4,66666666666667;10;1,25;0;6;2;9,5;10;0,8;14;22;1;2;2;1;19;-1272;24600;3;587,272727272727;24600;733,666666666667;"si"
2;10;5;2911,42857142857;0;1308,57142857143;9;10;0;1;14;2;0,2;16;0;16;11;0,666666666666667;2;0;4;1;3;1600;487;23000;0;1232,8;24600;602,828571428571;"no"
0;3;11;1050;4;2760;3,5;3;5,5;7;5;0;1;8;1,75;17;2,75;1,75;17;2;4;2;1;3000;769;23700;1;1665,375;26200;1356,375;"si"
0;2;9;981,25;1;2631,25;1;1;17;21;0,4;0;22;0,571428571428571;8;8;0,8;4,33333333333333;27;0;1;3;0;1600;571;23900;4;710,90625;25500;1487,90625;"si"
0;2;9;1188,23529411765;1;2385,29411764706;3,66666666666667;2,75;4,33333333333333;2;2,33333333333333;0;2;1,33333333333333;13;14;6;10;18;2;2;2;1;1800;2247;22000;1;765,794117647059;23800;702,441176470588;"si"
0;4;9;1546,51162790698;2;3172,09302325581;1,66666666666667;2,25;19;4,66666666666667;1,66666666666667;1;2,25;0,666666666666667;8;12;1,2;6,5;21;2;1;5;2;-178;-380;24100;2;706,581395348837;23900;604,93023255814;"si"
1;8;3;2258,82352941176;0;1217,64705882353;4,33333333333333;12;1,16666666666667;1,75;4,66666666666667;1;3;2,25;2,33333333333333;20;14;2;12;0;4;1;0;2400;1338;22600;2;1654,97058823529;25000;598;"no"
1;7;3;2737,14285714286;0;1885,71428571429;11;6,5;2;1,5;2;1;3,5;4;1,66666666666667;16;4,33333333333333;1,33333333333333;11;1;4;1;1;-5500;-3144;28800;0;753,742857142857;23300;1474,97142857143;"no"
0;3;9;896,153846153846;2;3692,30769230769;1;0,6;2;15;1;0;2,66666666666667;0,75;14;7;0,333333333333333;14;24;1;0;4;0;1500;543;24700;3;538,038461538462;26200;992,961538461538;"si"
1;7;3;1837,93103448276;0;2031,03448275862;1,66666666666667;9;1,5;4;5;1;2;1,5;2;11;10;0,5;7;0;2;3;1;980;239;25500;1;590,379310344828;26500;668,068965517241;"no"
2;10;3;2239,39393939394;0;1281,81818181818;2,33333333333333;3;1,2;2;10;1;5;7;1;12;9;4;7;0;2;3;0;-441;1464;24600;0;918,848484848485;24200;1181,78787878788;"no"
3;11;3;2584,61538461538;0;1220,51282051282;4,5;3;4;1,66666666666667;6;1;2;4;1;13;10;1;7;0;4;2;1;-4500;-2733;27700;1;1069,30769230769;23200;952,769230769231;"no"
0;1;11;1147,61904761905;3;2621,42857142857;2,5;2,6;16;5,66666666666667;2,5;0;1,75;3,5;3,75;18;5,5;4,5;21;2;3;3;0;635;-24;24700;1;1001,80952380952;25300;1276,07142857143;"si"
2;9;2;3357,14285714286;0;810,714285714286;15;8;1;1;7,5;1;0,8;4,5;1,5;22;16;0,4;6;0;4;0;2;-3200;-1094;27200;0;1022,25;24000;604,285714285714;"no"
3;11;4;2400;0;1084,84848484848;5,33333333333333;14;1,5;1;8,5;1;0,5;14;1;25;5,5;0,142857142857143;8;0;4;0;0;-339;-318;25300;1;1130,78787878788;25000;828,666666666667;"no"
1;9;2;3258,06451612903;0;593,548387096774;7,5;5,5;1;2,33333333333333;5,5;1;0,777777777777778;4,33333333333333;1,66666666666667;22;12;1,33333333333333;10;0;4;0;1;-1900;-1515;25600;0;773,354838709677;23700;951,290322580645;"no"
0;1;7;847,368421052632;1;2352,63157894737;1;0,333333333333333;12;9;0,333333333333333;0;8;0,5;5;2;0,2;8;15;0;0;3;0;4900;3696;22600;2;728,947368421053;27500;881,631578947368;"si"
1;9;4;2703,33333333333;0;1966,66666666667;12;6,5;1;1;15;1;0,666666666666667;13;0,25;19;11;0,4;4;0;2;3;4;50;-1734;24500;1;977,033333333333;24500;558,6;"no"
1;9;3;2558,62068965517;0;910,344827586207;11;5,33333333333333;1,16666666666667;1;22;1;1,4;5,33333333333333;1,5;28;5,66666666666667;0,5;11;0;3;1;1;-1300;-1693;28200;1;1393,65517241379;26900;748,413793103448;"no"
0;3;7;1275;1;1859,375;4,5;1,5;6,33333333333333;8,5;2,75;1;19;1,16666666666667;6;14;2,4;2,6;23;0;0;4;1;124;1072;24400;2;1020,25;24500;1201,59375;"si"
1;9;3;2112,12121212121;0;1596,9696969697;14;5;4;1,33333333333333;10;1;1;11;0,333333333333333;15;3,33333333333333;1;5;0;2;3;1;499;914;24800;1;1219,60606060606;25300;427,787878787879;"no"
2;10;3;3008,33333333333;0;1277,77777777778;9;12;2;1,5;10;2;0,285714285714286;7;3;17;5;3;6;0;5;1;2;2000;-691;24500;0;1024,25;26500;1309,83333333333;"no"
0;2;10;968,965517241379;2;2868,96551724138;6;1;10;12;1,33333333333333;0;6;1;9;6;0,75;7;16;2;3;1;0;4100;2475;23900;1;771,448275862069;28000;557,379310344828;"si"
1;8;5;2042,30769230769;0;1900;4;17;2,25;8;5,5;1;1,14285714285714;3,25;3;18;4;1,66666666666667;13;0;1;3;3;1700;1067;26600;1;1600,84615384615;28300;448,769230769231;"no"
1;8;0;2920;0;668;9;10;0,25;1;10;1;0,666666666666667;6;2;13;1;1,5;4;0;3;1;1;-3700;-3488;27900;0;1405,28;24200;1088,96;"no"
3;9;5;2657,89473684211;0;2194,73684210526;5,66666666666667;12;1,8;1,6;16;2;3,33333333333333;1,33333333333333;6,5;20;6,5;2,2;13;0;4;2;3;-583;-1824;25000;0;1551,57894736842;24400;1094,28947368421;"no"
0;1;7;957,692307692308;1;1692,30769230769;1,25;1;18;10,5;1,75;0;3,5;1,16666666666667;21;8;0,666666666666667;9,5;26;0;0;3;2;532;1249;24900;2;595,038461538462;25400;828,730769230769;"si"
4;11;1;3471,875;0;1121,875;10;14;0,75;2,5;11;1;1;4;7;17;10;0,5;7;1;5;0;1;-3400;-1043;27400;0;1224,0625;24000;673,15625;"no"
1;7;5;2296,15384615385;0;1684,61538461538;12;4;1,66666666666667;1,66666666666667;11;1;2,5;6;3;13;3;1;7;0;4;0;1;4100;953;23200;0;1211,03846153846;27300;659,269230769231;"no"
0;2;11;757,894736842105;3;3263,15789473684;0,5;0,5;2;6;1;0;4;1;7;3;1;3,5;9;2;1;5;0;554;626;23700;1;503,078947368421;24300;881,763157894737;"si"
1;9;3;2019,44444444444;0;1380,55555555556;10;11;1,66666666666667;2,5;10;1;2,5;3,5;3;12;4,5;1,33333333333333;7;0;3;2;2;-881;-920;25100;1;786,111111111111;24200;1379,91666666667;"no"
1;7;2;2280;0;1420;9;13;0,333333333333333;0,666666666666667;13;1;0,6;2;1,33333333333333;21;6;0,75;7;0;2;2;1;1100;544;24000;0;894,4;25100;1498,28;"no"
1;8;4;2615,78947368421;0;1236,84210526316;6;7;2;1;7;2;2;7;0,5;8;3;1,5;3;0;4;2;1;1100;342;23300;0;1575,63157894737;24400;810,052631578947;"no"
1;9;1;2896,66666666667;0;983,333333333333;12;12;0,428571428571429;0,6;13;1;1,6;2,66666666666667;2,33333333333333;23;1,6;1,33333333333333;8;0;3;1;1;-5700;-3793;28800;0;981,8;23100;410,6;"no"
2;11;2;2706,25;0;1478,125;12;3,33333333333333;0,666666666666667;1,66666666666667;13;2;0,75;10;1,5;16;4;1;6;0;4;1;2;-1300;-1485;25600;0;953,78125;24300;431,125;"no"
0;3;10;1911,11111111111;2;2241,66666666667;0,333333333333333;0,833333333333333;5;6,33333333333333;0,8;2;19;0,75;14;7;0,333333333333333;12;24;0;2;3;0;3100;3897;23300;2;542,833333333333;26400;536,111111111111;"si"
2;9;1;3434,61538461538;0;769,230769230769;10;15;0;0,25;13;1;0,333333333333333;20;0,5;25;10;0,166666666666667;3;0;4;0;2;-6200;-5623;28300;0;1361,61538461538;22100;338,153846153846;"no"
2;10;2;2873,33333333333;0;800;10;9;0,666666666666667;1;12;1;1,33333333333333;3;1;15;13;0;4;0;3;2;2;-4300;-2695;27700;0;989,733333333333;23400;461,7;"no"
0;2;10;713,04347826087;1;3556,52173913043;1;1,5;5;8;1;0;8;0,5;8;4;0,666666666666667;5;14;1;0;3;0;6600;1635;23600;1;540,260869565217;30200;1281,91304347826;"si"
0;3;9;2000;2;2248,64864864865;2;8;4;7;6;1;0,6;3;5;9;3;2,5;9;1;3;3;0;2300;1657;23900;1;1093,97297297297;26200;908,432432432432;"si"
0;2;9;635,714285714286;1;2564,28571428571;2,33333333333333;1;4;6;2;0;6,5;0,571428571428571;4,33333333333333;9;0,5;12;22;0;1;3;2;2100;363;25100;3;629,857142857143;27200;771,107142857143;"si"
1;9;6;1984,61538461538;0;1861,53846153846;15;2;4,33333333333333;2,33333333333333;5,5;2;2,66666666666667;4,66666666666667;1,5;17;2,25;3;15;0;3;2;1;1900;2069;24000;0;1261,82051282051;25900;770,666666666667;"no"
3;11;7;2638,23529411765;1;1823,52941176471;6;4,33333333333333;3;3,33333333333333;2,33333333333333;1;2,5;2,5;2,33333333333333;19;3;1,8;16;1;3;2;1;-2100;-378;26600;1;1156,35294117647;24500;756,558823529412;"no"
0;2;8;1416;1;2664;0;1;16;12;0,4;0;7,5;0,25;15;3;0,5;13;17;1;0;4;0;948;696;23300;2;722,16;24200;1178,64;"si"
0;3;9;2335,13513513513;1;1718,91891891892;2;5;8,5;3,4;1,66666666666667;1;6;3;7;18;1,28571428571429;3;25;1;4;1;1;2400;3866;26300;5;638,72972972973;28700;731,351351351351;"si"
0;3;9;1406,66666666667;1;2650;1;1,5;9;5;3;0;10;0,5;10;4;0,4;4;13;1;1;4;0;1600;1557;24300;0;742,533333333333;25900;579,1;"si"
1;8;3;2850;0;1180,76923076923;9;10;0;0,333333333333333;7;1;1;10;0,5;11;6;0;1;0;4;0;0;-1800;-649;25700;0;1265,07692307692;23900;589,153846153846;"no"
0;2;9;695,652173913043;1;3417,39130434783;3,5;0,833333333333333;14;17;1,25;0;5,5;1,16666666666667;16;8;0,25;2,6;22;1;0;4;0;5200;3744;24900;1;357,260869565217;30100;1277,5652173913;"si"
2;10;2;2893,54838709677;0;1087,09677419355;18;3,75;4;1,28571428571429;5;1;1,8;5,66666666666667;1,5;24;6,5;1,16666666666667;13;0;4;0;2;-182;-77;24600;0;1203,45161290323;24400;391,41935483871;"no"
2;11;2;2941,37931034483;0;1106,89655172414;12;10;1,5;1,5;7;1;0;11;0,333333333333333;14;11;0;4;0;2;2;1;-1100;-2768;26000;0;1154,96551724138;24900;941,103448275862;"no"
0;3;11;1536,36363636364;3;2840,90909090909;18;3,6;4;6;1,66666666666667;0;1,71428571428571;1,57142857142857;4,66666666666667;21;3,33333333333333;2,16666666666667;22;4;4;3;2;1000;1209;24400;1;942,704545454545;25400;953,25;"si"
0;2;9;1095,65217391304;1;2008,69565217391;0,2;1;10;13;1,5;0;17;0,75;9;4;0,666666666666667;10;17;0;1;1;0;841;2818;25200;1;888,521739130435;26000;663,869565217391;"si"
0;1;10;810,714285714286;3;2992,85714285714;1;0,8;12;13;0,6;0;14;1;15;6;0,75;2,66666666666667;22;0;1;2;1;7200;5204;22300;0;593,5;29500;1123,42857142857;"si"
2;9;3;2565,625;0;1037,5;9;4,75;1,5;0,666666666666667;17;1;0,5;20;0,75;23;16;0,6;7;0;3;2;3;-2000;-1478;26000;0;1075,5;24900;837,40625;"no"
0;0;9;1076,66666666667;2;2646,66666666667;1,66666666666667;7;12;13;1,5;0;2,5;0,833333333333333;7;9;1,66666666666667;3,66666666666667;17;1;3;2;0;3100;-492;23000;2;602,833333333333;26100;793,266666666667;"si"
1;9;0;2733,33333333333;0;937,037037037037;11;6;0,8;1,33333333333333;14;1;0,6;12;1,25;21;6;0,6;6;0;3;0;1;-2700;-3103;25500;0;1020,62962962963;22800;357,703703703704;"no"
2;9;0;2306,89655172414;0;555,172413793103;15;14;0,5;1;15;0;0,75;7,5;0,285714285714286;19;11;0;3;0;2;1;2;-5400;-2099;27800;0;1025,03448275862;22400;581,965517241379;"no"
2;9;3;2427,77777777778;0;1013,88888888889;4,66666666666667;14;1,5;1,25;16;0;1,75;3,66666666666667;1;21;6,5;1,75;10;0;3;2;3;-2600;-2400;25600;0;1001,44444444444;23000;506,277777777778;"no"
0;3;7;951,851851851852;1;2211,11111111111;1,25;1,5;10;6,5;5;0;4,33333333333333;1,2;13;9;2;4;17;0;1;3;1;2200;1480;25200;1;831,222222222222;27400;662,62962962963;"si"
0;1;11;434,375;3;3556,25;1,66666666666667;1,85714285714286;3,5;15;1,8;0;2,4;1,2;11,5;15;1,6;5;27;2;1;3;2;3700;2474;22100;5;533,34375;25800;1469,40625;"si"
0;2;11;1030;1;2380;1,33333333333333;1,66666666666667;8;6;1,5;0;6;1,33333333333333;12;6;1,5;3;13;1;3;1;0;1700;1510;22700;1;458,266666666667;24400;1036,53333333333;"si"
0;2;9;1527,27272727273;2;3209,09090909091;2;1,75;5;4;1,33333333333333;0;11;2;10;9;3;1,75;14;2;3;2;0;19;1700;25200;1;583,878787878788;25200;1395,45454545455;"si"
2;10;3;2450;0;1014,70588235294;9;18;1,5;2,5;10;1;1,33333333333333;3,5;2;24;6;1,5;11;0;4;0;6;-2500;-1635;24700;0;915,705882352941;22200;966,794117647059;"no"
0;4;7;2000;1;1934,375;2;4;3,33333333333333;9;3;0;12;0,8;15;9;2;3,33333333333333;15;1;2;3;1;-3000;-480;27200;0;544;24200;1564,1875;"si"
0;2;9;1847,22222222222;1;1733,33333333333;4,5;2,5;4;5,5;2;0;5,5;5;4;18;5;0,888888888888889;16;2;3;2;1;-82;-1222;24500;2;1376,91666666667;24400;868,805555555556;"si"
0;3;9;613,333333333333;1;3210;1,2;1,75;12;8;1,66666666666667;0;6;0,8;14;8;1,5;2,75;21;1;0;4;1;1900;-479;24500;2;700,833333333333;26400;931,966666666667;"si"
0;0;10;575;2;3150;1;1,75;7;7;4;0;3;3;9;7;0,8;3,66666666666667;15;1;1;3;0;2000;1741;23800;2;576,571428571429;25800;712,107142857143;"si"
2;9;1;3240,625;0;434,375;10;5;2;0,5;10;0;0,333333333333333;9;0,333333333333333;12;4;0;2;1;5;0;1;-5100;-2745;26300;0;1384,34375;21200;372,75;"no"
2;10;3;2150;0;1607,89473684211;6,5;6,33333333333333;2,2;1,6;4,5;1;2;4;1,8;24;4,66666666666667;2,2;15;1;4;2;2;-2900;-1337;27200;2;1319,92105263158;24300;1052,13157894737;"no"
0;2;7;1844,11764705882;1;1885,29411764706;3;1;8;7;1,5;0;4,5;1;10;4;0,75;8;12;0;2;4;0;-2700;-623;26100;1;503,852941176471;23400;1124,29411764706;"si"
0;2;9;570,37037037037;1;2651,85185185185;1,33333333333333;5;6;7;3;0;9;2;7;6;2;1,33333333333333;9;1;0;3;0;1900;-806;23400;1;1432,11111111111;25300;800,555555555556;"si"
1;8;0;2430,4347826087;0;417,391304347826;8;10;0,333333333333333;0,5;12;0;0,6;9;1;17;11;1,5;3;0;3;0;1;-5400;-2630;26400;0;988,173913043478;22400;408,95652173913;"no"
1;10;2;2839,39393939394;0;712,121212121212;5;7;1;1;5;1;3;2;2;7;6;3;4;0;4;1;0;-3200;-2280;26000;0;742,484848484848;22800;792;"no"
1;7;7;1516,66666666667;1;1902,38095238095;5;6,66666666666667;5,33333333333333;1,66666666666667;3,2;0;5,66666666666667;2;3,4;21;13;3;19;1;4;2;1;3000;-1211;23700;2;1778,45238095238;26000;1151,66666666667;"si"
0;3;10;1250;2;2483,33333333333;1;2;4;7;0;0;2,5;2;4;4;1;6;9;2;1;4;0;1700;-688;22900;0;614,378378378378;24700;620,459459459459;"si"
1;8;6;2002,94117647059;0;2014,70588235294;5;8;1;1,5;7;2;1;1,33333333333333;1,5;12;8;1;5;0;2;3;1;385;-444;24300;0;617,088235294118;24700;823,352941176471;"no"
1;6;7;1837,77777777778;1;2697,77777777778;7;2,4;3,75;6,5;3;0;2,2;1,71428571428571;6;17;4;4,33333333333333;21;2;3;4;2;3000;630;23700;2;1342,86666666667;26700;760,422222222222;"si"
0;0;10;416,666666666667;1;3375;2;1,2;17;6,66666666666667;0,8;0;4,66666666666667;0,857142857142857;18;7;0,8;14;25;1;0;4;1;3500;939;22800;4;301;26300;1028,91666666667;"si"
0;1;11;885,714285714286;3;3075;0;0;12;9;0;0;13;0;11;0;0;12;16;1;1;3;0;4600;3253;21700;3;576,214285714286;26300;499,142857142857;"si"
2;10;1;2660;0;533,333333333333;14;19;1,5;0,666666666666667;8;1;0,333333333333333;4,66666666666667;0;22;10;0,4;5;0;4;0;2;-4100;-4016;27800;1;1079,6;23700;590,566666666667;"no"
3;11;1;3022,58064516129;0;625,806451612903;15;14;3,5;0,8;8;1;1,5;3,66666666666667;3;19;5,5;0,833333333333333;7;0;4;0;1;-4900;-3040;27800;0;1524,38709677419;22900;536,516129032258;"no"
0;2;9;444;1;2168;0,777777777777778;0,777777777777778;2;20;0,666666666666667;0;11;1,28571428571429;20;9;0,666666666666667;16;37;0;0;3;0;3900;5094;21900;4;341,24;25800;1638,8;"si"
1;7;10;1931,70731707317;4;2509,75609756098;2,625;5,5;1,6;3,375;1,8;1;1,41666666666667;6;8,5;36;4;1,11111111111111;31;2;2;3;5;-1100;1700;25800;2;810,560975609756;24700;905,951219512195;"no"
1;8;3;2205,71428571429;0;831,428571428571;14;17;0,5;4;6,5;0;0,5;9;0,8;20;14;2,5;6;0;4;1;2;-2100;-470;25200;0;1506,57142857143;23100;448,971428571429;"no"
0;2;9;1077,41935483871;2;2551,61290322581;0,75;1,5;10;4,5;2;0;5,5;1,25;9;7;1;3,5;16;1;0;4;0;1200;2883;25600;0;519,129032258065;26800;1433,06451612903;"si"
3;11;3;2781,48148148148;0;803,703703703704;9;13;2;2,5;8;1;0,8;3;1;21;15;0,333333333333333;6;0;3;0;3;-422;-260;25200;0;674,333333333333;24800;568,888888888889;"no"
0;2;9;600;1;3130;1,2;1,75;10;4,66666666666667;1,25;0;13;1;9;8;1,33333333333333;4,33333333333333;20;1;0;4;1;-915;-1018;24600;2;875,166666666667;23700;993,266666666667;"si"
3;11;2;2919,35483870968;0;809,677419354839;11;12;1;0;7;1;0,25;12;1,5;16;1,66666666666667;1;4;0;4;0;2;762;-2300;23200;0;1120;24000;612,741935483871;"no"
0;2;10;994,444444444444;2;2430,55555555556;3,25;1,28571428571429;5;5,33333333333333;2,5;0;7;1,8;2,2;18;2,4;4;25;1;2;3;1;3200;1623;24400;3;512,277777777778;27600;1328,86111111111;"si"
1;5;9;1564,58333333333;1;2702,08333333333;2;2,5;2,66666666666667;7;5;0;1,33333333333333;3;6;10;0,666666666666667;2;11;2;2;5;0;2500;1523;22200;1;772,229166666667;24700;505,145833333333;"si"
1;9;2;3575;0;825;12;5,5;1;3;13;2;1;4,33333333333333;1,66666666666667;17;11;1;7;0;5;0;2;-1400;-878;27700;0;713,875;24400;610,875;"no"
0;2;8;616,666666666667;1;2720;1;1,5;3;7;2,5;0;4;1;6;6;1,5;9;11;1;0;4;0;830;527;24400;0;1241,63333333333;25200;1293,86666666667;"si"
0;1;11;390,909090909091;3;3386,36363636364;1,14285714285714;1,33333333333333;5,5;21;1;0;6;0,833333333333333;6,66666666666667;12;0,666666666666667;3,75;28;0;0;1;0;7200;3384;24300;4;512,636363636364;31500;635,090909090909;"si"
3;11;4;3024,24242424242;0;1003,0303030303;12;6;1;0,666666666666667;5,5;2;1;11;0,666666666666667;19;3,33333333333333;1,66666666666667;8;0;5;0;3;1200;1172;22800;1;1110,42424242424;24000;270,909090909091;"no"
4;11;2;2844,8275862069;0;610,344827586207;9;10;0,666666666666667;1;10;1;0,333333333333333;11;0,5;12;0,333333333333333;4;4;0;3;1;1;-5300;-5055;27900;0;904,793103448276;22600;635,068965517241;"no"
